12:35:11.608 [ContainerBackgroundProcessor[StandardEngine[Catalina]]] INFO  o.a.s.cache.ehcache.EhCacheManager - Cache with name 'cn.edu.fjnu.shiro.LoginRealm.authorizationCache' does not yet exist.  Creating now.
12:35:11.634 [ContainerBackgroundProcessor[StandardEngine[Catalina]]] INFO  o.a.s.cache.ehcache.EhCacheManager - Added EhCache named [cn.edu.fjnu.shiro.LoginRealm.authorizationCache]
13:36:24.220 [http-bio-8080-exec-1] INFO  c.e.f.s.LoginFormAuthenticationFilter - 尝试登录成功。登录用户：110
13:37:10.553 [http-bio-8080-exec-8] INFO  cn.edu.fjnu.shiro.SecurityController - 尝试登录失败。失败类型：null
13:37:13.917 [http-bio-8080-exec-3] INFO  c.e.f.s.LoginFormAuthenticationFilter - 尝试登录成功。登录用户：110
13:39:18.202 [http-bio-8080-exec-4] INFO  cn.edu.fjnu.shiro.SecurityController - 尝试登录失败。失败类型：null
13:39:20.815 [http-bio-8080-exec-6] INFO  cn.edu.fjnu.shiro.SecurityController - 尝试登录失败。失败类型：null
13:39:25.440 [http-bio-8080-exec-6] INFO  c.e.f.s.LoginFormAuthenticationFilter - 尝试登录成功。登录用户：110
13:46:23.690 [http-bio-8080-exec-4] INFO  cn.edu.fjnu.shiro.SecurityController - 尝试登录失败。失败类型：null
13:46:26.041 [http-bio-8080-exec-6] INFO  cn.edu.fjnu.shiro.SecurityController - 尝试登录失败。失败类型：null
13:46:31.147 [http-bio-8080-exec-6] INFO  c.e.f.s.LoginFormAuthenticationFilter - 尝试登录成功。登录用户：110
13:57:07.370 [http-bio-8080-exec-9] INFO  cn.edu.fjnu.shiro.SecurityController - 尝试登录失败。失败类型：null
13:57:12.495 [http-bio-8080-exec-10] INFO  c.e.f.s.LoginFormAuthenticationFilter - 尝试登录成功。登录用户：110
14:34:45.226 [http-bio-8080-exec-9] INFO  cn.edu.fjnu.shiro.SecurityController - 尝试登录失败。失败类型：null
14:34:51.106 [http-bio-8080-exec-10] INFO  cn.edu.fjnu.shiro.SecurityController - 尝试登录失败。失败类型：randomCodeError
14:34:54.310 [http-bio-8080-exec-10] INFO  c.e.f.s.LoginFormAuthenticationFilter - 尝试登录成功。登录用户：110
14:36:08.510 [http-bio-8080-exec-9] INFO  cn.edu.fjnu.shiro.SecurityController - 尝试登录失败。失败类型：null
14:36:12.768 [http-bio-8080-exec-10] INFO  c.e.f.s.LoginFormAuthenticationFilter - 尝试登录成功。登录用户：110
14:47:33.795 [http-bio-8080-exec-9] INFO  cn.edu.fjnu.shiro.SecurityController - 尝试登录失败。失败类型：null
14:47:47.871 [http-bio-8080-exec-1] INFO  c.e.f.s.LoginFormAuthenticationFilter - 尝试登录成功。登录用户：110
14:49:07.259 [http-bio-8080-exec-9] INFO  cn.edu.fjnu.shiro.SecurityController - 尝试登录失败。失败类型：null
14:49:12.032 [http-bio-8080-exec-10] INFO  c.e.f.s.LoginFormAuthenticationFilter - 尝试登录成功。登录用户：110
15:03:09.577 [http-bio-8080-exec-5] INFO  cn.edu.fjnu.shiro.SecurityController - 尝试登录失败。失败类型：null
15:03:37.855 [http-bio-8080-exec-1] INFO  cn.edu.fjnu.shiro.SecurityController - 尝试登录失败。失败类型：null
15:03:41.486 [http-bio-8080-exec-6] INFO  c.e.f.s.LoginFormAuthenticationFilter - 尝试登录成功。登录用户：110
15:12:55.572 [http-bio-8080-exec-4] INFO  cn.edu.fjnu.shiro.SecurityController - 尝试登录失败。失败类型：null
15:12:58.120 [http-bio-8080-exec-6] INFO  cn.edu.fjnu.shiro.SecurityController - 尝试登录失败。失败类型：randomCodeError
15:13:02.694 [http-bio-8080-exec-8] INFO  c.e.f.s.LoginFormAuthenticationFilter - 尝试登录成功。登录用户：110
15:14:10.491 [http-bio-8080-exec-7] INFO  cn.edu.fjnu.shiro.SecurityController - 尝试登录失败。失败类型：null
15:14:13.832 [http-bio-8080-exec-9] INFO  c.e.f.s.LoginFormAuthenticationFilter - 尝试登录成功。登录用户：110
15:15:07.587 [http-bio-8080-exec-4] INFO  cn.edu.fjnu.shiro.SecurityController - 尝试登录失败。失败类型：null
15:15:07.614 [http-bio-8080-exec-10] INFO  cn.edu.fjnu.shiro.SecurityController - 尝试登录失败。失败类型：null
15:15:11.106 [http-bio-8080-exec-9] INFO  cn.edu.fjnu.shiro.SecurityController - 尝试登录失败。失败类型：null
15:15:15.909 [http-bio-8080-exec-4] INFO  c.e.f.s.LoginFormAuthenticationFilter - 尝试登录成功。登录用户：110
15:16:21.681 [http-bio-8080-exec-9] INFO  cn.edu.fjnu.shiro.SecurityController - 尝试登录失败。失败类型：null
15:16:26.121 [http-bio-8080-exec-10] INFO  c.e.f.s.LoginFormAuthenticationFilter - 尝试登录成功。登录用户：110
15:17:07.246 [http-bio-8080-exec-9] INFO  cn.edu.fjnu.shiro.SecurityController - 尝试登录失败。失败类型：null
15:17:11.988 [http-bio-8080-exec-10] INFO  c.e.f.s.LoginFormAuthenticationFilter - 尝试登录成功。登录用户：110
15:19:56.967 [http-bio-8080-exec-2] INFO  cn.edu.fjnu.shiro.SecurityController - 尝试登录失败。失败类型：null
